session_id,user_id,age_group,gender,profession,hours_spending,preferred_artists,artist_id,musical_aspect,
10745,10740,18 - 24,Male,University student,0 - 1,Lionel Ranwala,27,It varies,
10746,10740,18 - 24,Male,University student,0 - 1,Wayo,6,It varies,
10747,10740,18 - 24,Male,University student,0 - 1,Sunil Edirisinghe,20,It varies,
10748,10740,18 - 24,Male,University student,0 - 1,Sanuka Wickramasinghe,7,It varies,
10749,10749,18 - 24,Male,University student,0 - 1,Gypsies,40,It varies,
10750,10749,18 - 24,Male,University student,0 - 1,Ridma Weerawardane,15,It varies,
10751,10749,18 - 24,Male,University student,0 - 1,DanithSri,8,It varies,
10752,10749,18 - 24,Male,University student,0 - 1,Clarence Wijewardena,45,It varies,
10753,10749,18 - 24,Male,University student,0 - 1,Marians,39,It varies,
10754,10749,18 - 24,Male,University student,0 - 1,Rookantha Gunathilake,41,It varies,
10755,10749,18 - 24,Male,University student,0 - 1,Amila Nidahasa,48,It varies,
10756,10756,18 - 24,Male,Business consultant,5 +,Amarasiri Peris,1,The instrument being used,
10757,10756,18 - 24,Male,Business consultant,5 +,T.M Jayaratne,9,The instrument being used,
10758,10756,18 - 24,Male,Business consultant,5 +,Nirosha Virajini,21,The instrument being used,
10759,10756,18 - 24,Male,Business consultant,5 +,Dasun Madushan,29,The instrument being used,
10760,10756,18 - 24,Male,Business consultant,5 +,BnS,79,The instrument being used,
10761,10756,18 - 24,Male,Business consultant,5 +,Bachi Susan,10,The instrument being used,
10762,10756,18 - 24,Male,Business consultant,5 +,Umariya Sinhawansha,3,The instrument being used,
10763,10756,18 - 24,Male,Business consultant,5 +,Iraj Weeraratne,11,The instrument being used,
10764,10756,18 - 24,Male,Business consultant,5 +,Daddy,4,The instrument being used,
10765,10765,18 - 24,Male,Business consultant,5 +,Lahiru Perera,12,The instrument being used,
10766,10765,18 - 24,Male,Business consultant,5 +,Funky Dirt,19,The instrument being used,
10767,10765,18 - 24,Male,Business consultant,5 +,Billy Fernando,13,The instrument being used,
10768,10765,18 - 24,Male,Business consultant,5 +,Samitha Mudunkotuwa,22,The instrument being used,
10769,10765,18 - 24,Male,Business consultant,5 +,Nelu Adikari,23,The instrument being used,
10770,10765,18 - 24,Male,Business consultant,5 +,Edward Jayakody,24,The instrument being used,
10771,10765,18 - 24,Male,Business consultant,5 +,Chitral Somapala,16,The instrument being used,
10772,10765,18 - 24,Male,Business consultant,5 +,W.D Amaradewa,17,The instrument being used,
10773,10765,18 - 24,Male,Business consultant,5 +,Indrachapa Liyanage,14,The instrument being used,
10774,10765,18 - 24,Male,Business consultant,5 +,Kasun Kalhara,5,The instrument being used,
10775,10775,18 - 24,Male,Business consultant,5 +,Charitha Priyadarshani,26,The instrument being used,
10776,10775,18 - 24,Male,Business consultant,5 +,Lionel Ranwala,27,The instrument being used,
10777,10775,18 - 24,Male,Business consultant,5 +,Neela Wickramasinghe,25,The instrument being used,
10778,10775,18 - 24,Male,Business consultant,5 +,Wayo,6,The instrument being used,
10779,10775,18 - 24,Male,Business consultant,5 +,Sunil Edirisinghe,20,The instrument being used,
10780,10775,18 - 24,Male,Business consultant,5 +,Sanuka Wickramasinghe,7,The instrument being used,
10781,10775,18 - 24,Male,Business consultant,5 +,Gypsies,40,The instrument being used,
10782,10775,18 - 24,Male,Business consultant,5 +,Ridma Weerawardane,15,The instrument being used,
10783,10775,18 - 24,Male,Business consultant,5 +,DanithSri,8,The instrument being used,
10784,10775,18 - 24,Male,Business consultant,5 +,Clarence Wijewardena,45,The instrument being used,
10785,10775,18 - 24,Male,Business consultant,5 +,Marians,39,The instrument being used,
10786,10775,18 - 24,Male,Business consultant,5 +,Rookantha Gunathilake,41,The instrument being used,
10787,10787,18 - 24,Male,Student,0 - 1,Amarasiri Peris,1,Music,
10788,10787,18 - 24,Male,Student,0 - 1,T.M Jayaratne,9,Music,
10789,10787,18 - 24,Male,Student,0 - 1,BnS,79,Music,
10790,10787,18 - 24,Male,Student,0 - 1,Sanuka Wickramasinghe,7,Music,
10791,10787,18 - 24,Male,Student,0 - 1,DanithSri,8,Music,
10792,10787,18 - 24,Male,Student,0 - 1,Rookantha Gunathilake,41,Music,
10793,10793,18 - 24,Female,Student,0 - 1,Nirosha Virajini,21,Music,
10794,10793,18 - 24,Female,Student,0 - 1,Daddy,4,Music,
10795,10793,18 - 24,Female,Student,0 - 1,Sunil Edirisinghe,20,Music,
10796,10796,18 - 24,Male,Student,1 - 3,Amarasiri Peris,1,The instrument being used,
10797,10796,18 - 24,Male,Student,1 - 3,Nirosha Virajini,21,The instrument being used,
10798,10796,18 - 24,Male,Student,1 - 3,BnS,79,The instrument being used,
10799,10796,18 - 24,Male,Student,1 - 3,Daddy,4,The instrument being used,
10800,10796,18 - 24,Male,Student,1 - 3,Lahiru Perera,12,The instrument being used,
10801,10796,18 - 24,Male,Student,1 - 3,Billy Fernando,13,The instrument being used,
10802,10796,18 - 24,Male,Student,1 - 3,Samitha Mudunkotuwa,22,The instrument being used,
10803,10796,18 - 24,Male,Student,1 - 3,Wayo,6,The instrument being used,
10804,10796,18 - 24,Male,Student,1 - 3,Sunil Edirisinghe,20,The instrument being used,
10805,10796,18 - 24,Male,Student,1 - 3,Gypsies,40,The instrument being used,
10806,10796,18 - 24,Male,Student,1 - 3,Clarence Wijewardena,45,The instrument being used,
10807,10796,18 - 24,Male,Student,1 - 3,Marians,39,The instrument being used,
10808,10796,18 - 24,Male,Student,1 - 3,Rookantha Gunathilake,41,The instrument being used,
10809,10809,18 - 24,Female,Student,0 - 1,Nirosha Virajini,21,The message of the song,
10810,10809,18 - 24,Female,Student,0 - 1,Bachi Susan,10,The message of the song,
10811,10809,18 - 24,Female,Student,0 - 1,Nelu Adikari,23,The message of the song,
10812,10809,18 - 24,Female,Student,0 - 1,Edward Jayakody,24,The message of the song,
10813,10809,18 - 24,Female,Student,0 - 1,Indrachapa Liyanage,14,The message of the song,
10814,10809,18 - 24,Female,Student,0 - 1,Kasun Kalhara,5,The message of the song,
10815,10809,18 - 24,Female,Student,0 - 1,Charitha Priyadarshani,26,The message of the song,
10816,10809,18 - 24,Female,Student,0 - 1,Wayo,6,The message of the song,
10817,10809,18 - 24,Female,Student,0 - 1,Sunil Edirisinghe,20,The message of the song,
10818,10809,18 - 24,Female,Student,0 - 1,DanithSri,8,The message of the song,
10819,10809,18 - 24,Female,Student,1 - 3,Iraj Weeraratne,11,Music,
10820,10820,18 - 24,Male,Student,0 - 1,Bachi Susan,10,The instrument being used,
10821,10820,18 - 24,Male,Student,0 - 1,Umariya Sinhawansha,3,The instrument being used,
10822,10820,18 - 24,Male,Student,0 - 1,Iraj Weeraratne,11,The instrument being used,
10823,10820,18 - 24,Male,Student,0 - 1,Daddy,4,The instrument being used,
10824,10820,18 - 24,Male,Student,0 - 1,Lahiru Perera,12,The instrument being used,
10825,10820,18 - 24,Male,Student,0 - 1,Funky Dirt,19,The instrument being used,
10826,10820,18 - 24,Male,Student,0 - 1,Samitha Mudunkotuwa,22,The instrument being used,
10827,10820,18 - 24,Male,Student,0 - 1,Chitral Somapala,16,The instrument being used,
10828,10820,18 - 24,Male,Student,0 - 1,Indrachapa Liyanage,14,The instrument being used,
10829,10820,18 - 24,Male,Student,0 - 1,Kasun Kalhara,5,The instrument being used,
10830,10820,18 - 24,Male,Student,0 - 1,DanithSri,8,The instrument being used,
10831,10831,25 - 34,Female,Associate Software Engineer,5 +,Amarasiri Peris,1,Music,
10832,10831,25 - 34,Female,Associate Software Engineer,5 +,T.M Jayaratne,9,Music,
10833,10831,25 - 34,Female,Associate Software Engineer,5 +,Dasun Madushan,29,Music,
10834,10831,25 - 34,Female,Associate Software Engineer,5 +,BnS,79,Music,
10835,10831,25 - 34,Female,Associate Software Engineer,5 +,Umariya Sinhawansha,3,Music,
10836,10831,25 - 34,Female,Associate Software Engineer,5 +,Daddy,4,Music,
10837,10831,25 - 34,Female,Associate Software Engineer,5 +,Lahiru Perera,12,Music,
10838,10831,25 - 34,Female,Associate Software Engineer,5 +,Billy Fernando,13,Music,
10839,10831,25 - 34,Female,Associate Software Engineer,5 +,Samitha Mudunkotuwa,22,Music,
10840,10831,25 - 34,Female,Associate Software Engineer,5 +,Nelu Adikari,23,Music,
10841,10841,25 - 34,Female,Associate Software Engineer,5 +,Edward Jayakody,24,Music,
10842,10841,25 - 34,Female,Associate Software Engineer,5 +,Chitral Somapala,16,Music,
10843,10841,25 - 34,Female,Associate Software Engineer,5 +,W.D Amaradewa,17,Music,
10844,10841,25 - 34,Female,Associate Software Engineer,5 +,Indrachapa Liyanage,14,Music,
10845,10841,25 - 34,Female,Associate Software Engineer,5 +,Kasun Kalhara,5,Music,
10846,10841,25 - 34,Female,Associate Software Engineer,5 +,Wayo,6,Music,
10847,10841,25 - 34,Female,Associate Software Engineer,5 +,Sunil Edirisinghe,20,Music,
10848,10841,25 - 34,Female,Associate Software Engineer,5 +,Sanuka Wickramasinghe,7,Music,
10849,10841,25 - 34,Female,Associate Software Engineer,5 +,Ridma Weerawardane,15,Music,
10850,10841,25 - 34,Female,Associate Software Engineer,5 +,DanithSri,8,Music,
10851,10841,25 - 34,Female,Associate Software Engineer,5 +,Clarence Wijewardena,45,Music,
10852,10841,25 - 34,Female,Associate Software Engineer,5 +,Marians,39,Music,
10853,10841,25 - 34,Female,Associate Software Engineer,5 +,Rookantha Gunathilake,41,Music,
10854,10854,25 - 34,Female,Lecturer,1 - 3,Amarasiri Peris,1,The singer's voice,
10855,10854,25 - 34,Female,Lecturer,1 - 3,T.M Jayaratne,9,The singer's voice,
10856,10854,25 - 34,Female,Lecturer,1 - 3,Nirosha Virajini,21,The singer's voice,
10857,10854,25 - 34,Female,Lecturer,1 - 3,Samitha Mudunkotuwa,22,The singer's voice,
10858,10854,25 - 34,Female,Lecturer,1 - 3,Nelu Adikari,23,The singer's voice,
10859,10854,25 - 34,Female,Lecturer,1 - 3,Edward Jayakody,24,The singer's voice,
10860,10854,25 - 34,Female,Lecturer,1 - 3,W.D Amaradewa,17,The singer's voice,
10861,10854,25 - 34,Female,Lecturer,1 - 3,Kasun Kalhara,5,The singer's voice,
10862,10854,25 - 34,Female,Lecturer,1 - 3,Charitha Priyadarshani,26,The singer's voice,
10863,10854,25 - 34,Female,Lecturer,1 - 3,Lionel Ranwala,27,The singer's voice,
10864,10854,25 - 34,Female,Lecturer,1 - 3,Neela Wickramasinghe,25,The singer's voice,
10865,10865,25 - 34,Female,Lecturer,1 - 3,Wayo,6,The singer's voice,
10866,10865,25 - 34,Female,Lecturer,1 - 3,Sunil Edirisinghe,20,The singer's voice,
10867,10865,25 - 34,Female,Lecturer,1 - 3,Ridma Weerawardane,15,The singer's voice,
10868,10865,25 - 34,Female,Lecturer,1 - 3,DanithSri,8,The singer's voice,
10869,10865,25 - 34,Female,Lecturer,1 - 3,Clarence Wijewardena,45,The singer's voice,
10870,10865,25 - 34,Female,Lecturer,1 - 3,Marians,39,The singer's voice,
10871,10865,25 - 34,Female,Lecturer,1 - 3,Rookantha Gunathilake,41,The singer's voice,
10872,10872,18 - 24,Female,Student,0 - 1,Rookantha Gunathilake,41,The message of the song,
10873,10873,25 - 34,Female,Engineer,0 - 1,BnS,79,Music,
10874,10873,25 - 34,Female,Engineer,0 - 1,Umariya Sinhawansha,3,Music,
10875,10873,25 - 34,Female,Engineer,0 - 1,Daddy,4,Music,
10876,10873,25 - 34,Female,Engineer,0 - 1,Lahiru Perera,12,Music,
10877,10873,25 - 34,Female,Engineer,0 - 1,Billy Fernando,13,Music,
10878,10873,25 - 34,Female,Engineer,0 - 1,Edward Jayakody,24,Music,
10879,10873,25 - 34,Female,Engineer,0 - 1,W.D Amaradewa,17,Music,
10880,10873,25 - 34,Female,Engineer,0 - 1,Wayo,6,Music,
10881,10873,25 - 34,Female,Engineer,0 - 1,Sunil Edirisinghe,20,Music,
10882,10873,25 - 34,Female,Engineer,0 - 1,Sanuka Wickramasinghe,7,Music,
10883,10873,25 - 34,Female,Engineer,0 - 1,Gypsies,40,Music,
10884,10873,25 - 34,Female,Engineer,0 - 1,Ridma Weerawardane,15,Music,
10885,10885,25 - 34,Female,Engineer,0 - 1,DanithSri,8,Music,
10886,10885,25 - 34,Female,Engineer,0 - 1,Clarence Wijewardena,45,Music,
10887,10885,25 - 34,Female,Engineer,0 - 1,Marians,39,Music,
10888,10885,25 - 34,Female,Engineer,0 - 1,Rookantha Gunathilake,41,Music,
10889,10889,25 - 34,Male,Engineer,1 - 3,Dasun Madushan,29,The message of the song,
10890,10889,25 - 34,Male,Engineer,1 - 3,Umariya Sinhawansha,3,The message of the song,
10891,10889,25 - 34,Male,Engineer,1 - 3,Daddy,4,The message of the song,
10892,10889,25 - 34,Male,Engineer,1 - 3,Lahiru Perera,12,The message of the song,
10893,10889,25 - 34,Male,Engineer,1 - 3,Funky Dirt,19,The message of the song,
10894,10889,25 - 34,Male,Engineer,1 - 3,Billy Fernando,13,The message of the song,
10895,10889,25 - 34,Male,Engineer,1 - 3,Chitral Somapala,16,The message of the song,
10896,10896,25 - 34,Male,Engineer,1 - 3,Indrachapa Liyanage,14,The message of the song,
10897,10896,25 - 34,Male,Engineer,1 - 3,Kasun Kalhara,5,The message of the song,
10898,10896,25 - 34,Male,Engineer,1 - 3,Wayo,6,The message of the song,
10899,10896,25 - 34,Male,Engineer,1 - 3,Gypsies,40,The message of the song,
10900,10896,25 - 34,Male,Engineer,1 - 3,Ridma Weerawardane,15,The message of the song,
10901,10896,25 - 34,Male,Engineer,1 - 3,Rookantha Gunathilake,41,The message of the song,
10902,10902,18 - 24,Female,Student,0 - 1,T.M Jayaratne,9,The instrument being used,
10903,10902,18 - 24,Female,Student,0 - 1,Nelu Adikari,23,The instrument being used,
10904,10902,18 - 24,Female,Student,0 - 1,Chitral Somapala,16,The instrument being used,
10905,10905,18 - 24,Male,medical student,0 - 1,Amarasiri Peris,1,Music,
10906,10905,18 - 24,Male,medical student,0 - 1,Nirosha Virajini,21,Music,
10907,10905,18 - 24,Male,medical student,0 - 1,BnS,79,Music,
10908,10905,18 - 24,Male,medical student,0 - 1,Umariya Sinhawansha,3,Music,
10909,10905,18 - 24,Male,medical student,0 - 1,Daddy,4,Music,
10910,10905,18 - 24,Male,medical student,0 - 1,Billy Fernando,13,Music,
10911,10905,18 - 24,Male,medical student,0 - 1,Samitha Mudunkotuwa,22,Music,
10912,10905,18 - 24,Male,medical student,0 - 1,Edward Jayakody,24,Music,
10913,10905,18 - 24,Male,medical student,0 - 1,Indrachapa Liyanage,14,Music,
10914,10905,18 - 24,Male,medical student,0 - 1,Wayo,6,Music,
10915,10905,18 - 24,Male,medical student,0 - 1,Sunil Edirisinghe,20,Music,
10916,10916,18 - 24,Male,medical student,0 - 1,Gypsies,40,Music,
10917,10916,18 - 24,Male,medical student,0 - 1,DanithSri,8,Music,
10918,10916,18 - 24,Male,medical student,0 - 1,Clarence Wijewardena,45,Music,
10919,10919,18 - 24,Female,Student,1 - 3,Nirosha Virajini,21,Music,
10920,10919,18 - 24,Female,Student,1 - 3,Lahiru Perera,12,Music,
10921,10919,18 - 24,Female,Student,1 - 3,Nelu Adikari,23,Music,
10922,10919,18 - 24,Female,Student,1 - 3,Ridma Weerawardane,15,Music,
10923,10923,18 - 24,Female,Student,0 - 1,W.D Amaradewa,17,The singer's voice,
10924,10923,18 - 24,Female,Student,0 - 1,Charitha Priyadarshani,26,The singer's voice,
10925,10923,18 - 24,Female,Student,0 - 1,Lionel Ranwala,27,The singer's voice,
10926,10923,18 - 24,Female,Student,0 - 1,Gypsies,40,The singer's voice,
10927,10923,18 - 24,Female,Student,0 - 1,Marians,39,The singer's voice,
10928,10928,18 - 24,Male,Student,1 - 3,T.M Jayaratne,9,The instrument being used,
10929,10928,18 - 24,Male,Student,1 - 3,Dasun Madushan,29,The instrument being used,
10930,10928,18 - 24,Male,Student,1 - 3,Bachi Susan,10,The instrument being used,
10931,10928,18 - 24,Male,Student,1 - 3,Umariya Sinhawansha,3,The instrument being used,
10932,10928,18 - 24,Male,Student,1 - 3,Iraj Weeraratne,11,The instrument being used,
10933,10928,18 - 24,Male,Student,1 - 3,Funky Dirt,19,The instrument being used,
10934,10928,18 - 24,Male,Student,1 - 3,Nelu Adikari,23,The instrument being used,
10935,10928,18 - 24,Male,Student,1 - 3,Chitral Somapala,16,The instrument being used,
10936,10936,18 - 24,Male,Student,1 - 3,W.D Amaradewa,17,The instrument being used,
10937,10936,18 - 24,Male,Student,1 - 3,Indrachapa Liyanage,14,The instrument being used,
10938,10936,18 - 24,Male,Student,1 - 3,Kasun Kalhara,5,The instrument being used,
10939,10936,18 - 24,Male,Student,1 - 3,Lionel Ranwala,27,The instrument being used,
10940,10936,18 - 24,Male,Student,1 - 3,Neela Wickramasinghe,25,The instrument being used,
10941,10936,18 - 24,Male,Student,1 - 3,Sanuka Wickramasinghe,7,The instrument being used,
10942,10942,25 - 34,Male,Implementation engineer,5 +,Amarasiri Peris,1,The singer's voice,
10943,10942,25 - 34,Male,Implementation engineer,5 +,T.M Jayaratne,9,The singer's voice,
10944,10942,25 - 34,Male,Implementation engineer,5 +,BnS,79,The singer's voice,
10945,10942,25 - 34,Male,Implementation engineer,5 +,Daddy,4,The singer's voice,
10946,10942,25 - 34,Male,Implementation engineer,5 +,Billy Fernando,13,The singer's voice,
10947,10942,25 - 34,Male,Implementation engineer,5 +,Nelu Adikari,23,The singer's voice,
10948,10942,25 - 34,Male,Implementation engineer,5 +,Edward Jayakody,24,The singer's voice,
10949,10949,25 - 34,Male,Implementation engineer,5 +,Chitral Somapala,16,The singer's voice,
10950,10949,25 - 34,Male,Implementation engineer,5 +,Indrachapa Liyanage,14,The singer's voice,
10951,10949,25 - 34,Male,Implementation engineer,5 +,Kasun Kalhara,5,The singer's voice,
10952,10949,25 - 34,Male,Implementation engineer,5 +,Sunil Edirisinghe,20,The singer's voice,
10953,10949,25 - 34,Male,Implementation engineer,5 +,Rookantha Gunathilake,41,The singer's voice,
10954,10954,18 - 24,Female,Student,3 - 5,BnS,79,The singer's voice,
10955,10954,18 - 24,Female,Student,3 - 5,Umariya Sinhawansha,3,The singer's voice,
10956,10954,18 - 24,Female,Student,3 - 5,Kasun Kalhara,5,The singer's voice,
10957,10954,18 - 24,Female,Student,3 - 5,Wayo,6,The singer's voice,
10958,10954,18 - 24,Female,Student,3 - 5,Sanuka Wickramasinghe,7,The singer's voice,
10959,10954,18 - 24,Female,Student,3 - 5,Ridma Weerawardane,15,The singer's voice,
10960,10954,18 - 24,Female,Student,3 - 5,DanithSri,8,The singer's voice,
10961,10961,18 - 24,Male,student,1 - 3,BnS,79,The singer's voice,
10962,10961,18 - 24,Male,student,1 - 3,Bachi Susan,10,The singer's voice,
10963,10961,18 - 24,Male,student,1 - 3,Iraj Weeraratne,11,The singer's voice,
10964,10961,18 - 24,Male,student,1 - 3,Daddy,4,The singer's voice,
10965,10961,18 - 24,Male,student,1 - 3,Sanuka Wickramasinghe,7,The singer's voice,
10966,10966,18 - 24,Female,Student,1 - 3,Amarasiri Peris,1,The message of the song,
10967,10966,18 - 24,Female,Student,1 - 3,T.M Jayaratne,9,The message of the song,
10968,10966,18 - 24,Female,Student,1 - 3,Nirosha Virajini,21,The message of the song,
10969,10966,18 - 24,Female,Student,1 - 3,BnS,79,The message of the song,
10970,10966,18 - 24,Female,Student,1 - 3,Umariya Sinhawansha,3,The message of the song,
10971,10966,18 - 24,Female,Student,1 - 3,Lahiru Perera,12,The message of the song,
10972,10966,18 - 24,Female,Student,1 - 3,Billy Fernando,13,The message of the song,
10973,10966,18 - 24,Female,Student,1 - 3,Samitha Mudunkotuwa,22,The message of the song,
10974,10966,18 - 24,Female,Student,1 - 3,W.D Amaradewa,17,The message of the song,
10975,10975,18 - 24,Female,Student,1 - 3,Kasun Kalhara,5,The message of the song,
10976,10975,18 - 24,Female,Student,1 - 3,Sunil Edirisinghe,20,The message of the song,
10977,10975,18 - 24,Female,Student,1 - 3,Sanuka Wickramasinghe,7,The message of the song,
10978,10975,18 - 24,Female,Student,1 - 3,Ridma Weerawardane,15,The message of the song,
10979,10975,18 - 24,Female,Student,1 - 3,DanithSri,8,The message of the song,
10980,10975,18 - 24,Female,Student,1 - 3,Clarence Wijewardena,45,The message of the song,
10981,10975,18 - 24,Female,Student,1 - 3,Rookantha Gunathilake,41,The message of the song,
10982,10975,18 - 24,Female,Student,1 - 3,Edward Jayakody,24,The message of the song,
10983,10983,18 - 24,Female,Medical Student,1 - 3,Amarasiri Peris,1,All,
10984,10983,18 - 24,Female,Medical Student,1 - 3,T.M Jayaratne,9,All,
10985,10983,18 - 24,Female,Medical Student,1 - 3,Nirosha Virajini,21,All,
10986,10983,18 - 24,Female,Medical Student,1 - 3,BnS,79,All,
10987,10983,18 - 24,Female,Medical Student,1 - 3,Bachi Susan,10,All,
10988,10983,18 - 24,Female,Medical Student,1 - 3,Umariya Sinhawansha,3,All,
10989,10983,18 - 24,Female,Medical Student,1 - 3,Iraj Weeraratne,11,All,
10990,10983,18 - 24,Female,Medical Student,1 - 3,Daddy,4,All,
10991,10983,18 - 24,Female,Medical Student,1 - 3,Lahiru Perera,12,All,
10992,10983,18 - 24,Female,Medical Student,1 - 3,Billy Fernando,13,All,
10993,10993,18 - 24,Female,Medical Student,1 - 3,W.D Amaradewa,17,All,
10994,10993,18 - 24,Female,Medical Student,1 - 3,Kasun Kalhara,5,All,
10995,10993,18 - 24,Female,Medical Student,1 - 3,Neela Wickramasinghe,25,All,
10996,10993,18 - 24,Female,Medical Student,1 - 3,Wayo,6,All,
10997,10993,18 - 24,Female,Medical Student,1 - 3,Sanuka Wickramasinghe,7,All,
10998,10993,18 - 24,Female,Medical Student,1 - 3,Gypsies,40,All,
10999,10993,18 - 24,Female,Medical Student,1 - 3,Ridma Weerawardane,15,All,
11000,11000,18 - 24,Female,Medical Student,1 - 3,Clarence Wijewardena,45,All,
11001,11000,18 - 24,Female,Medical Student,1 - 3,Marians,39,All,
11002,11000,18 - 24,Female,Medical Student,1 - 3,Rookantha Gunathilake,41,All,
11003,11000,18 - 24,Female,Medical Student,1 - 3,Romesh,49,All,
11004,11004,25 - 34,Male,Planner,0 - 1,Chitral Somapala,16,The singer's voice,
11005,11004,25 - 34,Male,Planner,0 - 1,Sanuka Wickramasinghe,7,The singer's voice,
11006,11004,25 - 34,Male,Planner,0 - 1,Mihindu ariyarathne,42,The singer's voice,
11007,11007,25 - 34,Male,Lecturer,1 - 3,Kasun Kalhara,5,The message of the song,
11008,11007,25 - 34,Male,Lecturer,1 - 3,Wayo,6,The message of the song,
11009,11007,25 - 34,Male,Lecturer,1 - 3,Sunil Edirisinghe,20,The message of the song,
11010,11007,25 - 34,Male,Lecturer,1 - 3,Ridma Weerawardane,15,The message of the song,
11011,11007,25 - 34,Male,Lecturer,1 - 3,Clarence Wijewardena,45,The message of the song,
11012,11007,25 - 34,Male,Lecturer,1 - 3,Rookantha Gunathilake,41,The message of the song,
11013,11007,25 - 34,Male,Lecturer,1 - 3,Senaka Batagoda,50,The message of the song,
11014,11014,18 - 24,Female,student,0 - 1,Iraj Weeraratne,11,Music,
11015,11014,18 - 24,Female,student,0 - 1,Edward Jayakody,24,Music,
11016,11014,18 - 24,Female,student,0 - 1,Chitral Somapala,16,Music,
11017,11014,18 - 24,Female,student,0 - 1,Indrachapa Liyanage,14,Music,
11018,11014,18 - 24,Female,student,0 - 1,Rookantha Gunathilake,41,Music,
11019,11019,18 - 24,Female,Banker,1 - 3,Amarasiri Peris,1,The singer's voice,
11020,11019,18 - 24,Female,Banker,1 - 3,T.M Jayaratne,9,The singer's voice,
11021,11019,18 - 24,Female,Banker,1 - 3,Nirosha Virajini,21,The singer's voice,
11022,11019,18 - 24,Female,Banker,1 - 3,BnS,79,The singer's voice,
11023,11019,18 - 24,Female,Banker,1 - 3,Umariya Sinhawansha,3,The singer's voice,
11024,11019,18 - 24,Female,Banker,1 - 3,Daddy,4,The singer's voice,
11025,11019,18 - 24,Female,Banker,1 - 3,Lahiru Perera,12,The singer's voice,
11026,11019,18 - 24,Female,Banker,1 - 3,Samitha Mudunkotuwa,22,The singer's voice,
11027,11019,18 - 24,Female,Banker,1 - 3,Nelu Adikari,23,The singer's voice,
11028,11028,18 - 24,Female,Banker,1 - 3,Chitral Somapala,16,The singer's voice,
11029,11028,18 - 24,Female,Banker,1 - 3,Indrachapa Liyanage,14,The singer's voice,
11030,11028,18 - 24,Female,Banker,1 - 3,Kasun Kalhara,5,The singer's voice,
11031,11028,18 - 24,Female,Banker,1 - 3,Wayo,6,The singer's voice,
11032,11028,18 - 24,Female,Banker,1 - 3,Sanuka Wickramasinghe,7,The singer's voice,
11033,11028,18 - 24,Female,Banker,1 - 3,Gypsies,40,The singer's voice,
11034,11028,18 - 24,Female,Banker,1 - 3,Clarence Wijewardena,45,The singer's voice,
11035,11028,18 - 24,Female,Banker,1 - 3,Rookantha Gunathilake,41,The singer's voice,
11036,11036,18 - 24,Female,Engineer,0 - 1,Amarasiri Peris,1,The message of the song,
11037,11036,18 - 24,Female,Engineer,0 - 1,BnS,79,The message of the song,
11038,11036,18 - 24,Female,Engineer,0 - 1,Umariya Sinhawansha,3,The message of the song,
11039,11039,18 - 24,Female,Student,0 - 1,Daddy,4,The message of the song,
11040,11039,18 - 24,Female,Student,0 - 1,Lahiru Perera,12,The message of the song,
11041,11041,45 - 54,Female,House wife,3 - 5,Amarasiri Peris,1,The message of the song,
11042,11041,45 - 54,Female,House wife,3 - 5,T.M Jayaratne,9,The message of the song,
11043,11041,45 - 54,Female,House wife,3 - 5,Nirosha Virajini,21,The message of the song,
11044,11041,45 - 54,Female,House wife,3 - 5,Umariya Sinhawansha,3,The message of the song,
11045,11041,45 - 54,Female,House wife,3 - 5,Billy Fernando,13,The message of the song,
11046,11041,45 - 54,Female,House wife,3 - 5,Samitha Mudunkotuwa,22,The message of the song,
11047,11041,45 - 54,Female,House wife,3 - 5,Nelu Adikari,23,The message of the song,
11048,11041,45 - 54,Female,House wife,3 - 5,Edward Jayakody,24,The message of the song,
11049,11041,45 - 54,Female,House wife,3 - 5,W.D Amaradewa,17,The message of the song,
11050,11050,45 - 54,Female,House wife,3 - 5,Charitha Priyadarshani,26,The message of the song,
11051,11050,45 - 54,Female,House wife,3 - 5,Lionel Ranwala,27,The message of the song,
11052,11050,45 - 54,Female,House wife,3 - 5,Neela Wickramasinghe,25,The message of the song,
11053,11050,45 - 54,Female,House wife,3 - 5,Sunil Edirisinghe,20,The message of the song,
11054,11050,45 - 54,Female,House wife,3 - 5,Clarence Wijewardena,45,The message of the song,
11055,11050,45 - 54,Female,House wife,3 - 5,Marians,39,The message of the song,
11056,11050,45 - 54,Female,House wife,3 - 5,Rookantha Gunathilake,41,The message of the song,
11057,11057,35 - 44,Male,Teacher,0 - 1,Amarasiri Peris,1,The singer's voice,
11058,11057,35 - 44,Male,Teacher,0 - 1,T.M Jayaratne,9,The singer's voice,
11059,11057,35 - 44,Male,Teacher,0 - 1,Edward Jayakody,24,The singer's voice,
11060,11057,35 - 44,Male,Teacher,0 - 1,W.D Amaradewa,17,The singer's voice,
11061,11057,35 - 44,Male,Teacher,0 - 1,Sunil Edirisinghe,20,The singer's voice,
11062,11062,18 - 24,Female,student,1 - 3,Chitral Somapala,16,The message of the song,
11063,11063,18 - 24,Female,Banker,0 - 1,BnS,79,Music,
11064,11063,18 - 24,Female,Banker,0 - 1,Chitral Somapala,16,Music,
11065,11065,18 - 24,Male,Student,0 - 1,Gypsies,40,The singer's voice,
11066,11065,18 - 24,Male,Student,0 - 1,Marians,39,The singer's voice,
11067,11067,18 - 24,Male,Marketing,1 - 3,T.M Jayaratne,9,Music,
