session_id,user_id,age_group,gender,profession,hours_spending,preferred_artists,artist_id,musical_aspect,
11068,11067,18 - 24,Male,Marketing,1 - 3,BnS,79,Music,
11069,11067,18 - 24,Male,Marketing,1 - 3,Bachi Susan,10,Music,
11070,11067,18 - 24,Male,Marketing,1 - 3,Umariya Sinhawansha,3,Music,
11071,11067,18 - 24,Male,Marketing,1 - 3,Iraj Weeraratne,11,Music,
11072,11067,18 - 24,Male,Marketing,1 - 3,Daddy,4,Music,
11073,11067,18 - 24,Male,Marketing,1 - 3,Lahiru Perera,12,Music,
11074,11067,18 - 24,Male,Marketing,1 - 3,Billy Fernando,13,Music,
11075,11067,18 - 24,Male,Marketing,1 - 3,Chitral Somapala,16,Music,
11076,11076,18 - 24,Male,Marketing,1 - 3,Indrachapa Liyanage,14,Music,
11077,11076,18 - 24,Male,Marketing,1 - 3,Kasun Kalhara,5,Music,
11078,11076,18 - 24,Male,Marketing,1 - 3,Wayo,6,Music,
11079,11076,18 - 24,Male,Marketing,1 - 3,Sanuka Wickramasinghe,7,Music,
11080,11076,18 - 24,Male,Marketing,1 - 3,Gypsies,40,Music,
11081,11076,18 - 24,Male,Marketing,1 - 3,DanithSri,8,Music,
11082,11076,18 - 24,Male,Marketing,1 - 3,Clarence Wijewardena,45,Music,
11083,11076,18 - 24,Male,Marketing,1 - 3,Marians,39,Music,
11084,11076,18 - 24,Male,Marketing,1 - 3,Rookantha Gunathilake,41,Music,
11085,11085,18 - 24,Female,Student,0 - 1,T.M Jayaratne,9,Tempo/speed,
11086,11085,18 - 24,Female,Student,0 - 1,Nirosha Virajini,21,Tempo/speed,
11087,11085,18 - 24,Female,Student,0 - 1,Samitha Mudunkotuwa,22,Tempo/speed,
11088,11085,18 - 24,Female,Student,0 - 1,Nelu Adikari,23,Tempo/speed,
11089,11085,18 - 24,Female,Student,0 - 1,Edward Jayakody,24,Tempo/speed,
11090,11085,18 - 24,Female,Student,0 - 1,Chitral Somapala,16,Tempo/speed,
11091,11085,18 - 24,Female,Student,0 - 1,W.D Amaradewa,17,Tempo/speed,
11092,11085,18 - 24,Female,Student,0 - 1,Lionel Ranwala,27,Tempo/speed,
11093,11085,18 - 24,Female,Student,0 - 1,Neela Wickramasinghe,25,Tempo/speed,
11094,11085,18 - 24,Female,Student,0 - 1,Sunil Edirisinghe,20,Tempo/speed,
11095,11085,18 - 24,Female,Student,0 - 1,Gypsies,40,Tempo/speed,
11096,11085,18 - 24,Female,Student,0 - 1,Clarence Wijewardena,45,Tempo/speed,
11097,11085,18 - 24,Female,Student,0 - 1,Marians,39,Tempo/speed,
11098,11085,18 - 24,Female,Student,0 - 1,Rookantha Gunathilake,41,Tempo/speed,
11099,11099,18 - 24,Female,Engineer,1 - 3,BnS,79,Music,
11100,11099,18 - 24,Female,Engineer,1 - 3,Umariya Sinhawansha,3,Music,
11101,11099,18 - 24,Female,Engineer,1 - 3,Daddy,4,Music,
11102,11099,18 - 24,Female,Engineer,1 - 3,Kasun Kalhara,5,Music,
11103,11099,18 - 24,Female,Engineer,1 - 3,Wayo,6,Music,
11104,11099,18 - 24,Female,Engineer,1 - 3,Sanuka Wickramasinghe,7,Music,
11105,11099,18 - 24,Female,Engineer,1 - 3,Ridma Weerawardane,15,Music,
11106,11099,18 - 24,Female,Engineer,1 - 3,Singing potatoes,51,Music,
11107,11099,18 - 24,Female,Engineer,1 - 3,senaka batagoda,50,Music,
11108,11108,45 - 54,Male,lecturer,0 - 1,Amarasiri Peris,1,The singer's voice,
11109,11108,45 - 54,Male,lecturer,0 - 1,T.M Jayaratne,9,The singer's voice,
11110,11108,45 - 54,Male,lecturer,0 - 1,Samitha Mudunkotuwa,22,The singer's voice,
11111,11108,45 - 54,Male,lecturer,0 - 1,Sunil Edirisinghe,20,The singer's voice,
11112,11112,25 - 34,Female,Analyst,0 - 1,Nirosha Virajini,21,The message of the song,
11113,11112,25 - 34,Female,Analyst,0 - 1,BnS,79,The message of the song,
11114,11112,25 - 34,Female,Analyst,0 - 1,Bachi Susan,10,The message of the song,
11115,11112,25 - 34,Female,Analyst,0 - 1,Umariya Sinhawansha,3,The message of the song,
11116,11112,25 - 34,Female,Analyst,0 - 1,Lahiru Perera,12,The message of the song,
11117,11112,25 - 34,Female,Analyst,0 - 1,Samitha Mudunkotuwa,22,The message of the song,
11118,11112,25 - 34,Female,Analyst,0 - 1,Kasun Kalhara,5,The message of the song,
11119,11112,25 - 34,Female,Analyst,0 - 1,Sanuka Wickramasinghe,7,The message of the song,
11120,11112,25 - 34,Female,Analyst,0 - 1,Clarence Wijewardena,45,The message of the song,
11121,11112,25 - 34,Female,Analyst,0 - 1,Rookantha Gunathilake,41,The message of the song,
11122,11122,25 - 34,Female,Pharmacist,0 - 1,Amarasiri Peris,1,The instrument being used,
11123,11122,25 - 34,Female,Pharmacist,0 - 1,T.M Jayaratne,9,The instrument being used,
11124,11122,25 - 34,Female,Pharmacist,0 - 1,Nirosha Virajini,21,The instrument being used,
11125,11122,25 - 34,Female,Pharmacist,0 - 1,Umariya Sinhawansha,3,The instrument being used,
11126,11122,25 - 34,Female,Pharmacist,0 - 1,Samitha Mudunkotuwa,22,The instrument being used,
11127,11122,25 - 34,Female,Pharmacist,0 - 1,Edward Jayakody,24,The instrument being used,
11128,11122,25 - 34,Female,Pharmacist,0 - 1,Chitral Somapala,16,The instrument being used,
11129,11122,25 - 34,Female,Pharmacist,0 - 1,W.D Amaradewa,17,The instrument being used,
11130,11122,25 - 34,Female,Pharmacist,0 - 1,Kasun Kalhara,5,The instrument being used,
11131,11122,25 - 34,Female,Pharmacist,0 - 1,Charitha Priyadarshani,26,The instrument being used,
11132,11132,25 - 34,Female,Pharmacist,0 - 1,Lionel Ranwala,27,The instrument being used,
11133,11132,25 - 34,Female,Pharmacist,0 - 1,Neela Wickramasinghe,25,The instrument being used,
11134,11132,25 - 34,Female,Pharmacist,0 - 1,Sunil Edirisinghe,20,The instrument being used,
11135,11132,25 - 34,Female,Pharmacist,0 - 1,Sanuka Wickramasinghe,7,The instrument being used,
11136,11132,25 - 34,Female,Pharmacist,0 - 1,DanithSri,8,The instrument being used,
11137,11132,25 - 34,Female,Pharmacist,0 - 1,Clarence Wijewardena,45,The instrument being used,
11138,11132,25 - 34,Female,Pharmacist,0 - 1,Rookantha Gunathilake,41,The instrument being used,
11139,11132,25 - 34,Female,Pharmacist,0 - 1,Nanda Malini,52,The instrument being used,
11140,11132,25 - 34,Female,Pharmacist,0 - 1,Gunadasa Kapuge,53,The instrument being used,
11141,11132,25 - 34,Female,Pharmacist,0 - 1,Athula Adikari,54,The instrument being used,
11142,11142,18 - 24,Male,Student,0 - 1,Dasun Madushan,29,The instrument being used,
11143,11143,25 - 34,Male,DevOps,3 - 5,T.M Jayaratne,9,The message of the song,
11144,11143,25 - 34,Male,DevOps,3 - 5,Kasun Kalhara,5,The message of the song,
11145,11143,25 - 34,Male,DevOps,3 - 5,Sunil Edirisinghe,20,The message of the song,
11146,11143,25 - 34,Male,DevOps,3 - 5,Ridma Weerawardane,15,The message of the song,
11147,11143,25 - 34,Male,DevOps,3 - 5,Clarence Wijewardena,45,The message of the song,
11148,11148,25 - 34,Male,Software Engineer,0 - 1,Amarasiri Peris,1,The singer's voice,
11149,11148,25 - 34,Male,Software Engineer,0 - 1,T.M Jayaratne,9,The singer's voice,
11150,11148,25 - 34,Male,Software Engineer,0 - 1,W.D Amaradewa,17,The singer's voice,
11151,11148,25 - 34,Male,Software Engineer,0 - 1,Clarence Wijewardena,45,The singer's voice,
11152,11148,25 - 34,Male,Software Engineer,0 - 1,Rookantha Gunathilake,41,The singer's voice,
11153,11148,25 - 34,Male,Software Engineer,0 - 1,Chamara Weerasinghe,55,The singer's voice,
11154,11148,25 - 34,Male,Software Engineer,0 - 1,Damith Asanka,56,The singer's voice,
11155,11148,25 - 34,Male,Software Engineer,0 - 1,Milton Mallawarachchi,57,The singer's voice,
11156,11148,25 - 34,Male,Software Engineer,0 - 1,Gunadasa kapuge,53,The singer's voice,
11157,11148,25 - 34,Male,Software Engineer,0 - 1,Jaya shri,58,The singer's voice,
11158,11158,35 - 44,Female,Lawyer,1 - 3,Amarasiri Peris,1,The singer's voice,
11159,11158,35 - 44,Female,Lawyer,1 - 3,T.M Jayaratne,9,The singer's voice,
11160,11158,35 - 44,Female,Lawyer,1 - 3,Bachi Susan,10,The singer's voice,
11161,11158,35 - 44,Female,Lawyer,1 - 3,Kasun Kalhara,5,The singer's voice,
11162,11158,35 - 44,Female,Lawyer,1 - 3,Sanuka Wickramasinghe,7,The singer's voice,
11163,11158,35 - 44,Female,Lawyer,1 - 3,Rookantha Gunathilake,41,The singer's voice,
11164,11158,35 - 44,Female,Lawyer,1 - 3,Karunarathna Divilgane,59,The singer's voice,
11165,11158,35 - 44,Female,Lawyer,1 - 3,Somathilaka Jayamaha,60,The singer's voice,
11166,11166,25 - 34,Male,Engineer,1 - 3,Amarasiri Peris,1,The message of the song,
11167,11166,25 - 34,Male,Engineer,1 - 3,T.M Jayaratne,9,The message of the song,
11168,11166,25 - 34,Male,Engineer,1 - 3,BnS,79,The message of the song,
11169,11166,25 - 34,Male,Engineer,1 - 3,Bachi Susan,10,The message of the song,
11170,11166,25 - 34,Male,Engineer,1 - 3,Sunil Edirisinghe,20,The message of the song,
11171,11166,25 - 34,Male,Engineer,1 - 3,Sanuka Wickramasinghe,7,The message of the song,
11172,11166,25 - 34,Male,Engineer,1 - 3,Clarence Wijewardena,45,The message of the song,
11173,11173,18 - 24,Female,Student,1 - 3,Daddy,4,Music,
11174,11173,18 - 24,Female,Student,1 - 3,Billy Fernando,13,Music,
11175,11173,18 - 24,Female,Student,1 - 3,Edward Jayakody,24,Music,
11176,11173,18 - 24,Female,Student,1 - 3,Chitral Somapala,16,Music,
11177,11173,18 - 24,Female,Student,1 - 3,Wayo,6,Music,
11178,11173,18 - 24,Female,Student,1 - 3,Sanuka Wickramasinghe,7,Music,
11179,11173,18 - 24,Female,Student,1 - 3,DanithSri,8,Music,
11180,11180,18 - 24,Female,Quantity Surveyor,0 - 1,Amarasiri Peris,1,Music,
11181,11180,18 - 24,Female,Quantity Surveyor,0 - 1,T.M Jayaratne,9,Music,
11182,11180,18 - 24,Female,Quantity Surveyor,0 - 1,Nirosha Virajini,21,Music,
11183,11180,18 - 24,Female,Quantity Surveyor,0 - 1,Dasun Madushan,29,Music,
11184,11180,18 - 24,Female,Quantity Surveyor,0 - 1,BnS,79,Music,
11185,11180,18 - 24,Female,Quantity Surveyor,0 - 1,Umariya Sinhawansha,3,Music,
11186,11180,18 - 24,Female,Quantity Surveyor,0 - 1,Samitha Mudunkotuwa,22,Music,
11187,11180,18 - 24,Female,Quantity Surveyor,0 - 1,Nelu Adikari,23,Music,
11188,11180,18 - 24,Female,Quantity Surveyor,0 - 1,Kasun Kalhara,5,Music,
11189,11189,18 - 24,Female,Quantity Surveyor,0 - 1,Charitha Priyadarshani,26,Music,
11190,11189,18 - 24,Female,Quantity Surveyor,0 - 1,Sunil Edirisinghe,20,Music,
11191,11189,18 - 24,Female,Quantity Surveyor,0 - 1,Ridma Weerawardane,15,Music,
11192,11189,18 - 24,Female,Quantity Surveyor,0 - 1,Clarence Wijewardena,45,Music,
11193,11189,18 - 24,Female,Quantity Surveyor,0 - 1,Marians,39,Music,
11194,11189,18 - 24,Female,Quantity Surveyor,0 - 1,Rookantha Gunathilake,41,Music,
11195,11195,18 - 24,Female,Student,0 - 1,Samitha Mudunkotuwa,22,Music,
11196,11195,18 - 24,Female,Student,0 - 1,Clarence Wijewardena,45,Music,
11197,11195,18 - 24,Female,Student,0 - 1,Charitha Priyadarshani,26,Music,
11198,11195,18 - 24,Female,Student,0 - 1,Gypsies,40,Music,
11199,11195,18 - 24,Female,Student,0 - 1,Victor Rathnayake,61,Music,
11200,11195,18 - 24,Female,Student,0 - 1,Shihan Mihiranga,62,Music,
11201,11201,25 - 34,Male,Web Developer,0 - 1,Amarasiri Peris,1,Music,
11202,11201,25 - 34,Male,Web Developer,0 - 1,T.M Jayaratne,9,Music,
11203,11201,25 - 34,Male,Web Developer,0 - 1,Nirosha Virajini,21,Music,
11204,11201,25 - 34,Male,Web Developer,0 - 1,Dasun Madushan,29,Music,
11205,11201,25 - 34,Male,Web Developer,0 - 1,BnS,79,Music,
11206,11201,25 - 34,Male,Web Developer,0 - 1,Bachi Susan,10,Music,
11207,11201,25 - 34,Male,Web Developer,0 - 1,Umariya Sinhawansha,3,Music,
11208,11201,25 - 34,Male,Web Developer,0 - 1,Iraj Weeraratne,11,Music,
11209,11201,25 - 34,Male,Web Developer,0 - 1,Daddy,4,Music,
11210,11201,25 - 34,Male,Web Developer,0 - 1,Lahiru Perera,12,Music,
11211,11211,25 - 34,Male,Web Developer,0 - 1,Funky Dirt,19,Music,
11212,11211,25 - 34,Male,Web Developer,0 - 1,Edward Jayakody,24,Music,
11213,11211,25 - 34,Male,Web Developer,0 - 1,Chitral Somapala,16,Music,
11214,11211,25 - 34,Male,Web Developer,0 - 1,W.D Amaradewa,17,Music,
11215,11211,25 - 34,Male,Web Developer,0 - 1,Kasun Kalhara,5,Music,
11216,11211,25 - 34,Male,Web Developer,0 - 1,Wayo,6,Music,
11217,11211,25 - 34,Male,Web Developer,0 - 1,Sunil Edirisinghe,20,Music,
11218,11211,25 - 34,Male,Web Developer,0 - 1,Sanuka Wickramasinghe,7,Music,
11219,11211,25 - 34,Male,Web Developer,0 - 1,DanithSri,8,Music,
11220,11211,25 - 34,Male,Web Developer,0 - 1,Clarence Wijewardena,45,Music,
11221,11211,25 - 34,Male,Web Developer,0 - 1,Rookantha Gunathilake,41,Music,
11222,11222,25 - 34,Male,engineer,0 - 1,Amarasiri Peris,1,Music,
11223,11222,25 - 34,Male,engineer,0 - 1,T.M Jayaratne,9,Music,
11224,11222,25 - 34,Male,engineer,0 - 1,BnS,79,Music,
11225,11222,25 - 34,Male,engineer,0 - 1,Umariya Sinhawansha,3,Music,
11226,11222,25 - 34,Male,engineer,0 - 1,Edward Jayakody,24,Music,
11227,11222,25 - 34,Male,engineer,0 - 1,W.D Amaradewa,17,Music,
11228,11222,25 - 34,Male,engineer,0 - 1,Kasun Kalhara,5,Music,
11229,11222,25 - 34,Male,engineer,0 - 1,Sunil Edirisinghe,20,Music,
11230,11222,25 - 34,Male,engineer,0 - 1,Sanuka Wickramasinghe,7,Music,
11231,11222,25 - 34,Male,engineer,0 - 1,Ridma Weerawardane,15,Music,
11232,11222,25 - 34,Male,engineer,0 - 1,DanithSri,8,Music,
11233,11233,25 - 34,Male,engineer,3 - 5,Amarasiri Peris,1,Pleasant feeling that comes with the meaning mixed with music,
11234,11233,25 - 34,Male,engineer,3 - 5,T.M Jayaratne,9,Pleasant feeling that comes with the meaning mixed with music,
11235,11233,25 - 34,Male,engineer,3 - 5,Nirosha Virajini,21,Pleasant feeling that comes with the meaning mixed with music,
11236,11233,25 - 34,Male,engineer,3 - 5,BnS,79,Pleasant feeling that comes with the meaning mixed with music,
11237,11233,25 - 34,Male,engineer,3 - 5,Bachi Susan,10,Pleasant feeling that comes with the meaning mixed with music,
11238,11233,25 - 34,Male,engineer,3 - 5,Umariya Sinhawansha,3,Pleasant feeling that comes with the meaning mixed with music,
11239,11233,25 - 34,Male,engineer,3 - 5,Iraj Weeraratne,11,Pleasant feeling that comes with the meaning mixed with music,
11240,11233,25 - 34,Male,engineer,3 - 5,Daddy,4,Pleasant feeling that comes with the meaning mixed with music,
11241,11233,25 - 34,Male,engineer,3 - 5,Lahiru Perera,12,Pleasant feeling that comes with the meaning mixed with music,
11242,11233,25 - 34,Male,engineer,3 - 5,Funky Dirt,19,Pleasant feeling that comes with the meaning mixed with music,
11243,11243,25 - 34,Male,engineer,3 - 5,Billy Fernando,13,Pleasant feeling that comes with the meaning mixed with music,
11244,11243,25 - 34,Male,engineer,3 - 5,Samitha Mudunkotuwa,22,Pleasant feeling that comes with the meaning mixed with music,
11245,11243,25 - 34,Male,engineer,3 - 5,Nelu Adikari,23,Pleasant feeling that comes with the meaning mixed with music,
11246,11243,25 - 34,Male,engineer,3 - 5,Edward Jayakody,24,Pleasant feeling that comes with the meaning mixed with music,
11247,11243,25 - 34,Male,engineer,3 - 5,Chitral Somapala,16,Pleasant feeling that comes with the meaning mixed with music,
11248,11243,25 - 34,Male,engineer,3 - 5,W.D Amaradewa,17,Pleasant feeling that comes with the meaning mixed with music,
11249,11243,25 - 34,Male,engineer,3 - 5,Indrachapa Liyanage,14,Pleasant feeling that comes with the meaning mixed with music,
11250,11243,25 - 34,Male,engineer,3 - 5,Kasun Kalhara,5,Pleasant feeling that comes with the meaning mixed with music,
11251,11243,25 - 34,Male,engineer,3 - 5,Charitha Priyadarshani,26,Pleasant feeling that comes with the meaning mixed with music,
11252,11243,25 - 34,Male,engineer,3 - 5,Lionel Ranwala,27,Pleasant feeling that comes with the meaning mixed with music,
11253,11243,25 - 34,Male,engineer,3 - 5,Neela Wickramasinghe,25,Pleasant feeling that comes with the meaning mixed with music,
11254,11254,25 - 34,Male,engineer,3 - 5,Wayo,6,Pleasant feeling that comes with the meaning mixed with music,
11255,11254,25 - 34,Male,engineer,3 - 5,Sunil Edirisinghe,20,Pleasant feeling that comes with the meaning mixed with music,
11256,11254,25 - 34,Male,engineer,3 - 5,Sanuka Wickramasinghe,7,Pleasant feeling that comes with the meaning mixed with music,
11257,11254,25 - 34,Male,engineer,3 - 5,Gypsies,40,Pleasant feeling that comes with the meaning mixed with music,
11258,11254,25 - 34,Male,engineer,3 - 5,Ridma Weerawardane,15,Pleasant feeling that comes with the meaning mixed with music,
11259,11254,25 - 34,Male,engineer,3 - 5,DanithSri,8,Pleasant feeling that comes with the meaning mixed with music,
11260,11254,25 - 34,Male,engineer,3 - 5,Clarence Wijewardena,45,Pleasant feeling that comes with the meaning mixed with music,
11261,11254,25 - 34,Male,engineer,3 - 5,Marians,39,Pleasant feeling that comes with the meaning mixed with music,
11262,11254,25 - 34,Male,engineer,3 - 5,Rookantha Gunathilake,41,Pleasant feeling that comes with the meaning mixed with music,
11263,11254,25 - 34,Male,engineer,0 - 1,Nirosha Virajini,21,Music,
11264,11254,25 - 34,Male,engineer,0 - 1,ajith muthukumarana,63,Music,
11265,11254,25 - 34,Male,engineer,0 - 1,kingsly peries,64,Music,
11266,11254,25 - 34,Male,engineer,0 - 1,damith asanka,56,Music,
11267,11267,18 - 24,Male,emplyoee,0 - 1,BnS,79,The singer's voice,
11268,11267,18 - 24,Male,emplyoee,0 - 1,Bachi Susan,10,The singer's voice,
11269,11267,18 - 24,Male,emplyoee,0 - 1,Iraj Weeraratne,11,The singer's voice,
11270,11267,18 - 24,Male,emplyoee,0 - 1,Chitral Somapala,16,The singer's voice,
11271,11271,25 - 34,Female,Engineer,1 - 3,BnS,79,Music,
11272,11271,25 - 34,Female,Engineer,1 - 3,Umariya Sinhawansha,3,Music,
11273,11271,25 - 34,Female,Engineer,1 - 3,Lahiru Perera,12,Music,
11274,11271,25 - 34,Female,Engineer,1 - 3,Billy Fernando,13,Music,
11275,11271,25 - 34,Female,Engineer,1 - 3,Samitha Mudunkotuwa,22,Music,
11276,11271,25 - 34,Female,Engineer,1 - 3,Nelu Adikari,23,Music,
11277,11271,25 - 34,Female,Engineer,1 - 3,Edward Jayakody,24,Music,
11278,11271,25 - 34,Female,Engineer,1 - 3,Chitral Somapala,16,Music,
11279,11271,25 - 34,Female,Engineer,1 - 3,Kasun Kalhara,5,Music,
11280,11271,25 - 34,Female,Engineer,1 - 3,Wayo,6,Music,
11281,11271,25 - 34,Female,Engineer,1 - 3,Sunil Edirisinghe,20,Music,
11282,11282,25 - 34,Female,Engineer,1 - 3,DanithSri,8,Music,
11283,11282,25 - 34,Female,Engineer,1 - 3,Clarence Wijewardena,45,Music,
11284,11282,25 - 34,Female,Engineer,1 - 3,Marians,39,Music,
11285,11282,25 - 34,Female,Engineer,1 - 3,Rookantha Gunathilake,41,Music,
11286,11286,18 - 24,Male,Student,3 - 5,BnS,79,The singer's voice,
11287,11286,18 - 24,Male,Student,3 - 5,Bachi Susan,10,The singer's voice,
11288,11286,18 - 24,Male,Student,3 - 5,Umariya Sinhawansha,3,The singer's voice,
11289,11286,18 - 24,Male,Student,3 - 5,Iraj Weeraratne,11,The singer's voice,
11290,11286,18 - 24,Male,Student,3 - 5,Daddy,4,The singer's voice,
11291,11286,18 - 24,Male,Student,3 - 5,Lahiru Perera,12,The singer's voice,
11292,11286,18 - 24,Male,Student,3 - 5,Funky Dirt,19,The singer's voice,
11293,11286,18 - 24,Male,Student,3 - 5,Billy Fernando,13,The singer's voice,
11294,11286,18 - 24,Male,Student,3 - 5,Chitral Somapala,16,The singer's voice,
11295,11295,18 - 24,Male,Student,3 - 5,W.D Amaradewa,17,The singer's voice,
11296,11295,18 - 24,Male,Student,3 - 5,Indrachapa Liyanage,14,The singer's voice,
11297,11295,18 - 24,Male,Student,3 - 5,Kasun Kalhara,5,The singer's voice,
11298,11295,18 - 24,Male,Student,3 - 5,Wayo,6,The singer's voice,
11299,11295,18 - 24,Male,Student,3 - 5,Sanuka Wickramasinghe,7,The singer's voice,
11300,11295,18 - 24,Male,Student,3 - 5,Marians,39,The singer's voice,
11301,11295,18 - 24,Male,Student,3 - 5,Rookantha Gunathilake,41,The singer's voice,
11302,11302,18 - 24,Female,University student,1 - 3,Amarasiri Peris,1,The singer's voice,
11303,11302,18 - 24,Female,University student,1 - 3,T.M Jayaratne,9,The singer's voice,
11304,11302,18 - 24,Female,University student,1 - 3,BnS,79,The singer's voice,
11305,11302,18 - 24,Female,University student,1 - 3,Bachi Susan,10,The singer's voice,
11306,11302,18 - 24,Female,University student,1 - 3,Umariya Sinhawansha,3,The singer's voice,
11307,11302,18 - 24,Female,University student,1 - 3,Nelu Adikari,23,The singer's voice,
11308,11302,18 - 24,Female,University student,1 - 3,W.D Amaradewa,17,The singer's voice,
11309,11302,18 - 24,Female,University student,1 - 3,Kasun Kalhara,5,The singer's voice,
11310,11302,18 - 24,Female,University student,1 - 3,Lionel Ranwala,27,The singer's voice,
11311,11302,18 - 24,Female,University student,1 - 3,Neela Wickramasinghe,25,The singer's voice,
11312,11302,18 - 24,Female,University student,1 - 3,Sanuka Wickramasinghe,7,The singer's voice,
11313,11313,18 - 24,Female,University student,1 - 3,Ridma Weerawardane,15,The singer's voice,
11314,11313,18 - 24,Female,University student,1 - 3,DanithSri,8,The singer's voice,
11315,11313,18 - 24,Female,University student,1 - 3,Clarence Wijewardena,45,The singer's voice,
11316,11313,18 - 24,Female,University student,1 - 3,Rookantha Gunathilake,41,The singer's voice,
11317,11317,18 - 24,Male,Procurement agent,0 - 1,Iraj Weeraratne,11,The instrument being used,
11318,11317,18 - 24,Male,Procurement agent,0 - 1,Gypsies,40,The instrument being used,
11319,11317,18 - 24,Male,Procurement agent,0 - 1,Ridma Weerawardane,15,The instrument being used,
11320,11320,18 - 24,Male,student,3 - 5,Amarasiri Peris,1,Music,
11321,11320,18 - 24,Male,student,3 - 5,T.M Jayaratne,9,Music,
11322,11320,18 - 24,Male,student,3 - 5,BnS,79,Music,
11323,11320,18 - 24,Male,student,3 - 5,Daddy,4,Music,
11324,11320,18 - 24,Male,student,3 - 5,Lahiru Perera,12,Music,
11325,11320,18 - 24,Male,student,3 - 5,Edward Jayakody,24,Music,
11326,11320,18 - 24,Male,student,3 - 5,Chitral Somapala,16,Music,
11327,11320,18 - 24,Male,student,3 - 5,W.D Amaradewa,17,Music,
11328,11320,18 - 24,Male,student,3 - 5,Indrachapa Liyanage,14,Music,
11329,11320,18 - 24,Male,student,3 - 5,Kasun Kalhara,5,Music,
11330,11330,18 - 24,Male,student,3 - 5,Wayo,6,Music,
11331,11330,18 - 24,Male,student,3 - 5,Sunil Edirisinghe,20,Music,
11332,11330,18 - 24,Male,student,3 - 5,Sanuka Wickramasinghe,7,Music,
11333,11330,18 - 24,Male,student,3 - 5,Gypsies,40,Music,
11334,11330,18 - 24,Male,student,3 - 5,Ridma Weerawardane,15,Music,
11335,11330,18 - 24,Male,student,3 - 5,DanithSri,8,Music,
11336,11330,18 - 24,Male,student,3 - 5,Clarence Wijewardena,45,Music,
11337,11330,18 - 24,Male,student,3 - 5,Marians,39,Music,
11338,11330,18 - 24,Male,student,3 - 5,Rookantha Gunathilake,41,Music,
11339,11339,45 - 54,Female,Project Manager,1 - 3,Amarasiri Peris,1,The singer's voice,
11340,11339,45 - 54,Female,Project Manager,1 - 3,T.M Jayaratne,9,The singer's voice,
11341,11339,45 - 54,Female,Project Manager,1 - 3,Nirosha Virajini,21,The singer's voice,
11342,11339,45 - 54,Female,Project Manager,1 - 3,W.D Amaradewa,17,The singer's voice,
11343,11339,45 - 54,Female,Project Manager,1 - 3,Kasun Kalhara,5,The singer's voice,
11344,11339,45 - 54,Female,Project Manager,1 - 3,Neela Wickramasinghe,25,The singer's voice,
11345,11339,45 - 54,Female,Project Manager,1 - 3,Sunil Edirisinghe,20,The singer's voice,
11346,11339,45 - 54,Female,Project Manager,1 - 3,Clarence Wijewardena,45,The singer's voice,
11347,11339,45 - 54,Female,Project Manager,1 - 3,Rookantha Gunathilake,41,The singer's voice,
11348,11339,45 - 54,Female,Project Manager,5 +,Nanda malini,52,The singer's voice,
11349,11349,25 - 34,Male,Software engineer,5 +,Amarasiri Peris,1,The message of the song,
11350,11349,25 - 34,Male,Software engineer,5 +,T.M Jayaratne,9,The message of the song,
11351,11349,25 - 34,Male,Software engineer,5 +,Nirosha Virajini,21,The message of the song,
11352,11349,25 - 34,Male,Software engineer,5 +,BnS,79,The message of the song,
11353,11349,25 - 34,Male,Software engineer,5 +,Billy Fernando,13,The message of the song,
11354,11349,25 - 34,Male,Software engineer,5 +,Nelu Adikari,23,The message of the song,
11355,11349,25 - 34,Male,Software engineer,5 +,Chitral Somapala,16,The message of the song,
11356,11349,25 - 34,Male,Software engineer,5 +,Indrachapa Liyanage,14,The message of the song,
11357,11349,25 - 34,Male,Software engineer,5 +,Kasun Kalhara,5,The message of the song,
11358,11349,25 - 34,Male,Software engineer,5 +,Wayo,6,The message of the song,
11359,11349,25 - 34,Male,Software engineer,5 +,Sunil Edirisinghe,20,The message of the song,
11360,11349,25 - 34,Male,Software engineer,5 +,Sanuka Wickramasinghe,7,The message of the song,
11361,11361,25 - 34,Male,Software engineer,5 +,Gypsies,40,The message of the song,
11362,11361,25 - 34,Male,Software engineer,5 +,Ridma Weerawardane,15,The message of the song,
11363,11361,25 - 34,Male,Software engineer,5 +,Clarence Wijewardena,45,The message of the song,
11364,11361,25 - 34,Male,Software engineer,5 +,Rookantha Gunathilake,41,The message of the song,
11365,11365,45 - 54,Male,Working,0 - 1,Amarasiri Peris,1,The singer's voice,
11366,11365,45 - 54,Male,Working,0 - 1,T.M Jayaratne,9,The singer's voice,
11367,11365,45 - 54,Male,Working,0 - 1,Nirosha Virajini,21,The singer's voice,
11368,11365,45 - 54,Male,Working,0 - 1,BnS,79,The singer's voice,
11369,11365,45 - 54,Male,Working,0 - 1,Samitha Mudunkotuwa,22,The singer's voice,
11370,11365,45 - 54,Male,Working,0 - 1,Nelu Adikari,23,The singer's voice,
11371,11365,45 - 54,Male,Working,0 - 1,Edward Jayakody,24,The singer's voice,
11372,11365,45 - 54,Male,Working,0 - 1,W.D Amaradewa,17,The singer's voice,
11373,11365,45 - 54,Male,Working,0 - 1,Kasun Kalhara,5,The singer's voice,
11374,11365,45 - 54,Male,Working,0 - 1,Charitha Priyadarshani,26,The singer's voice,
11375,11375,45 - 54,Male,Working,0 - 1,Lionel Ranwala,27,The singer's voice,
11376,11375,45 - 54,Male,Working,0 - 1,Neela Wickramasinghe,25,The singer's voice,
